prompt,q1,q2,q3,q4,q5,q6,o1,o2,o3,o4,o5,o6
"A child sets off fireworks by the river at night, near the right side of the frame, clear sky, slow motion, circular camera movement.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
giant spaceship above the city,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
ocean in the sky,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
"At dawn breaking, a person stands on the mountaintop gazing into the distance.",文本中提到的时间段表现是否真实合理？,视频中人的生成质量如何？,场景是否和文本一致？,场景是否真实,动作是否和文本一致？,动作是否真实合理？,"-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常","-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理"
"During the golden hour, a couple walks side by side on the beach.",文本中提到的时间段表现是否真实合理？,视频中人的生成质量如何？,场景是否和文本一致？,场景是否真实,动作是否和文本一致？,动作是否真实合理？,"-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常","-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理"
"A man rides a motorcycle along the edge of a paddy field in the early morning, appearing at the left of the frame, misty weather, normal speed, follow-cam shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
"A woman raises her hand and waves at the center in daytime, fast motion.",视频速度是否与文本一致？,,,,,,"-1：文本没有提及视频速度,1：不一致,2：一致",,,,,
"At midnight revelry, people dance on the terrace.",文本中提到的时间段表现是否真实合理？,视频中人的生成质量如何？,场景是否和文本一致？,场景是否真实,动作是否和文本一致？,动作是否真实合理？,"-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常","-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理"
"In the stadium, slow motion shot of a runner with a tracking shot.",场景是否和文本一致？,场景是否真实,视频速度是否与文本一致？,镜头移动是否和文本一致？,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：文本没有提及视频速度,1：不一致,2：一致","-1：文本没有描述镜头,1：不一致,2：一致",,
An oval egg is to the right of the basket.,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,,"-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致","-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实",
Strong wind kicking up dust and sand,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
city floating in space,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
Perfume being sprayed from an atomizer,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Marsh gas hovering in a forest,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Stage fog created by dry ice,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
High-pressure steam leaking from a pipe,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Andy Lau dancing.,人物是否与文本一致？,动作是否和文本一致？,动作是否真实合理？,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理",,,
Steam puffing from a locomotive,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
There is a blue box on the table.,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,,"-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实","-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致",
Baseball tossed high and returning to the glove,物体运动轨迹是否真实合理？,,,,,,"-1：没有物体运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Volcanic eruption plume,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
A person jumping.,动作是否和文本一致？,动作是否真实合理？,视频中人的生成质量如何？,,,,"-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,
There is a single box on the table.,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,,"-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实","-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致",
Watermelon hitting the ground and splitting,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Milk poured into a bowl causing ripples,流体运动是否真实合理？,,,,,,"-1：没有流体运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
A blue motorcycle is in the bottom right corner of the frame.,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,,"-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致","-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实",
Motorcycle tire hitting a pothole and jolting,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Hot air venting from an air fryer,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
A brown horse is on the right side of the frame.,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,,"-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致","-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实",
A red bicycle is in the bottom left corner of the frame.,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,,"-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致","-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实",
There is a wooden box on the table.,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,,"-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实","-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致",
A yellow bus is in the top right corner of the frame.,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,物体属性是否和文本的形容一致,视频中的关于文本描述的属性是否表现真实合理？（在文本对物体的描述正常合理的情况下）,,"-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致","-1：提示文本没有对物体进行形容限制，表示此问题作废,1：完全无关,2：物体包含一部分文本的形容或者无法完全匹配文本,3：完全一致","-1：文本的描述为非真实，此问题作废,1：完全不真实，不存在这样的该物体,2：逻辑上正确，但是不够真实,3：非常真实",
human walking without touching the ground,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
Mug falling and breaking upon hitting the floor,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"An elderly man repairs a wooden bridge in the valley at dusk, positioned at the center of the frame, cloudy weather, normal speed, follow-cam shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
Plate hitting the table edge and shattering,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Toy car hitting the wall and stopping,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Phone hitting the tile floor and bouncing slightly,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Bicycle wheel hitting the curb,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Skateboard front wheel hitting a pebble and stopping,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Yao Ming driving a car.,人物是否与文本一致？,动作是否和文本一致？,动作是否真实合理？,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理",,,
flying human baby,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
Leonardo DiCaprio,人物是否与文本一致？,,,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致",,,,,
Car hitting a speed bump and shaking,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"A long-haired woman sits by the café window, facing outward with a calm expression, wearing a red sweater and scarf, posture upright yet relaxed.",视频中人的生成质量如何？,,,,,,"-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,,,
Apple rolling and hitting a table leg,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"A woman raises her hand and waves at the center in daytime, slow motion.",视频速度是否与文本一致？,,,,,,"-1：文本没有提及视频速度,1：不一致,2：一致",,,,,
Soda can hitting the wall and denting,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Bowling ball hitting pins,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Ball hitting window glass and bouncing away,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Morning mist drifting away with the breeze,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Milk bottle hitting the ground and spilling milk,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Steam rising from a hot lake,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"A woman raises her hand and waves at the center in daytime, stop motion.",视频速度是否与文本一致？,,,,,,"-1：文本没有提及视频速度,1：不一致,2：一致",,,,,
Breath condensing in cold air,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Vladimir Putin swimming.,人物是否与文本一致？,动作是否和文本一致？,动作是否真实合理？,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理",,,
"A young woman looks down at her phone on the balcony, with a clear face, body slightly leaning forward, showing a focused expression, wearing a white shirt and jeans, leaning against the right side of the railing.",视频中人的生成质量如何？,,,,,,"-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,,,
Albert Einstein,人物是否与文本一致？,,,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致",,,,,
"A teenage boy jumps to shoot on the outdoor basketball court, face slightly frowning with effort, wearing a sleeveless jersey and shorts, his body suspended in front of the hoop.",视频中人的生成质量如何？,,,,,,"-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,,,
object passing through walls,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
Taylor Swift,人物是否与文本一致？,,,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致",,,,,
"With scattered fluffy clouds, pedestrians walk on the city bridge.",场景是否和文本一致？,场景是否真实,文本中提到的天气表现是否真实？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的天气,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
Keys sliding from the desk into a drawer gap,物体运动轨迹是否真实合理？,,,,,,"-1：没有物体运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Water pouring from kettle spout into a cup,流体运动是否真实合理？,,,,,,"-1：没有流体运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"A young man holds a skateboard at the street corner, smiling slightly, with a casual posture, wearing a gray hoodie and sneakers, standing near the right side of the wall.",视频中人的生成质量如何？,,,,,,"-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,,,
Cue stick striking the cue ball,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Coffee slowly dripping from a filter cup,流体运动是否真实合理？,,,,,,"-1：没有流体运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"A woman blows bubbles in the city square in the afternoon, positioned at the center of the frame, sunny weather, time-lapse, tracking shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
"A runner sprints along a park path in the early morning, face glistening with sweat, with a determined expression, wearing tight sportswear and running shoes, body leaning forward in motion.",视频中人的生成质量如何？,,,,,,"-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,,,
Ping pong ball hitting the table corner and changing direction,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"At the moment when the city lights turn on, customers chat in the café.",场景是否和文本一致？,场景是否真实,文本中提到的时间段表现是否真实合理？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
"At the swimming pool, time-lapse shot of water ripples with a static camera.",场景是否和文本一致？,场景是否真实,视频速度是否与文本一致？,镜头移动是否和文本一致？,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：文本没有提及视频速度,1：不一致,2：一致","-1：文本没有描述镜头,1：不一致,2：一致",,
"In the blue hour, lights flicker outside the shopping mall.",场景是否和文本一致？,场景是否真实,文本中提到的时间段表现是否真实合理？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
"During the golden hour, the market is bustling.",场景是否和文本一致？,场景是否真实,文本中提到的时间段表现是否真实合理？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
E-scooter hitting a trash bin with a bang,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Soccer ball hitting the goalpost and bouncing back,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"In the deep night, the supermarket cashier arranges the shelves.",场景是否和文本一致？,场景是否真实,文本中提到的时间段表现是否真实合理？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
"In the amusement park, fast motion shot of a spinning Ferris wheel with a zoom out.",场景是否和文本一致？,场景是否真实,视频速度是否与文本一致？,镜头移动是否和文本一致？,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：文本没有提及视频速度,1：不一致,2：一致","-1：文本没有描述镜头,1：不一致,2：一致",,
Jackie Chan,人物是否与文本一致？,,,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致",,,,,
A person running.,动作是否和文本一致？,动作是否真实合理？,视频中人的生成质量如何？,,,,"-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,
